Row,Instruction,Query,Distance
174,Write XQL query to Data Lake to get the number of interactive logon per day per endpoint for all users. ,"dataset = xdr_data | filter event_type = EVENT_LOG and action_evtlog_event_id = 4634 and action_evtlog_message contains ""Logon Type: 7"" | alter account_name = arrayindex( split( arrayindex( regextract(action_evtlog_message , ""Account Name:\t\t.*\r\n"") ,0), "":""),1) | alter day_only = date_floor(_time, ""d"") | fields agent_hostname , agent_ip_addresses , account_name, day_only | comp count(_time) as counter by account_name , day_only | sort asc day_only",0.7764633066161584
172,Write XQL query to Data Lake to list NGFW Risky File Sharing Apps with Risk score > 4,"dataset = xdr_data | filter event_type = STORY and action_category_of_app_id = ""general-internet"" and action_sub_category_of_app_id = ""file-sharing"" and action_app_id_risk > 4 and action_total_upload > 0 | fields _time, mac, action_username , action_local_ip,action_remote_ip, action_remote_port, action_category_of_app_id ,action_sub_category_of_app_id, action_app_id_risk, action_app_id_transitions, action_file_internal_zipped_files,action_total_upload",0.7759345597318195
130,Write XQL query to Endpoint dataset and display the endpoints that have been seen in 72 hours counting back from current time,"dataset = endpoints | alter last_seen_int = to_integer(timestamp_diff(current_time(),last_seen,""HOUR"")) | filter last_seen_int < 72",0.7747024550373635
150,Write XQL query to look for users who elevated to a super user or ran a command at elevated super user level,"dataset = xdr_data | filter agent_os_type = AGENT_OS_LINUX and event_type = PROCESS | filter actor_process_image_name = ""su"" or actor_process_image_name = ""sudo"" | fields _time as Time, agent_hostname as AgentHostname, agent_ip_addresses as IPAddress, actor_process_image_path as ImagePath, actor_process_command_line as CommandLine, actor_effective_username as Username",0.774616719935921
1,Write XQL query to Data Lake and return 5 results,dataset = xdr_data | limit 5,0.7744068701239305
123,Write XQL query to Data Lake and find the list of files being written to a portable storage device," |filter event_type=FILE and event_sub_type = FILE_CREATE_NEW  | alter Drive_Type = json_extract(to_json_string(action_file_device_info),""$.storage_device_drive_type""), Filesystem = json_extract_scalar(to_json_string(action_file_device_info),""$.storage_device_filesystem""), Drive_Letter = json_extract_scalar(to_json_string(action_file_device_info),""$.storage_device_mount_point""), Device_Serial_Number = json_extract_scalar(to_json_string(action_file_device_info),""$.storage_device_serial_number"")  | filter drive_type = ""2""  | fields action_file_name as FileName, action_file_path as File_Path, actor_effective_username as Username, Filesystem, Drive_Letter, Device_Serial_Number  | filter event_type = FILE and _product = ""XDR agent"" | fields agent_id, event_id | comp count_distinct(agent_id ) as CountOfAgentsSendingEDRData by _product | fields CountOfAgentsSendingEDRData | view graph type = gauge subtype = radial header = ""Endpoints Sending EDR Data"" yaxis = CountOfAgentsSendingEDRData maxscalerange = 100 scale_threshold(""#ff0000"",""#ffa012"",""5"",""#fffb00"",""10"",""#00ff00"",""50"") dataunit = ""Endpoints""",0.7740985329311241
7,"Write XQL query to Firewall Logs and return the count of vendor_name for all records that have matching values of source_ip, sender_of_virus, recipient_of_virus , subject_of_email , threat_name, file_name where app type is email and no virus, then sort the result by vendor name in desc.","dataset = panw_ngfw_threat_raw | filter app_sub_category =“email” and recipient_of_virus != null | comp count(vendor_name) as Total by source_ip, sender_of_virus, recipient_of_virus , subject_of_email , threat_name, file_name | sort desc Total",0.7734653361630257
149,Write XQL query to look for rare processes seen running on a Linux system and display as column chart,"dataset = xdr_data | filter agent_os_type = AGENT_OS_LINUX and event_type = PROCESS | comp count (event_id) as Counter by actor_process_image_name | sort asc Counter | view graph type = column subtype = grouped layout = horizontal header = ""Rare Seen Processes"" xaxis = actor_process_image_name yaxis = Counter",0.7733414840576369
86,Extract the first IPV4 address found in the first element of the agent_interface_map array.,"dataset = xdr_data 
| fields agent_interface_map as aim 
| alter ipv4 = json_extract_array(to_json_string(arrayindex(aim, 0)) , ""$.ipv4"") 
| filter aim != null 
| limit 10
",0.772822634690222
160,Write XQL query to look for process Mshta.exe making network connections,"preset = network_story  | filter actor_process_image_name = ""mshta.exe""  | fields actor_process_image_path as process_path, actor_process_command_line as process_cmd, action_local_ip as source_ip, action_local_port as source_port, action_remote_ip as remote_ip, action_remote_port as remote_port, action_total_upload as upload, action_total_download as download  | filter action_process_image_name = ""mshta.exe"" AND action_process_image_command_line CONTAINS "".hta""  | fields action_process_image_path as process_path, action_process_image_command_line as process_cmd, actor_process_image_name as parent_process, actor_process_command_line as parent_cmd  | dedup process_path, process_cmd, parent_process, parent_cmd by asc _time  | filter (action_process_image_command_line CONTAINS ""`"" OR action_process_image_command_line CONTAINS ""^"" OR action_process_image_command_line CONTAINS ""+"") AND agent_os_type = AGENT_OS_WINDOWS  | alter only_esc_caret = replex(action_process_image_command_line, ""[^\^]"",""""), only_esc_backtick = replex(action_process_image_command_line, ""[^\`]"",""""), only_esc_plus = replex(action_process_image_command_line, ""[^\+]"","""")  | alter count_of_esc_caret = len(only_esc_caret), count_of_esc_backtick = len(only_esc_backtick), count_of_esc_plus = len(only_esc_plus)  | filter count_of_esc_caret > 3 OR count_of_esc_backtick > 3 OR count_of_esc_plus > 3 | fields action_process_image_name as process_name, action_process_image_command_line as process_cmd, count_of_esc_caret, count_of_esc_backtick, count_of_esc_plus  | filter event_type = EVENT_LOG AND action_evtlog_event_id = 4625 AND agent_hostname != null  | alter User_Name = arrayindex(regextract(action_evtlog_message, ""Account For Which Logon Failed:\r\n.*\r\n.*Account Name:.*?(\w.*)\r\n""),0), Host_Name = arrayindex(regextract(action_evtlog_message, ""Workstation Name:.*?(\w.*)\r\n""),0)  | comp count_distinct(User_Name) as Counter by Host_Name  | filter Counter >= 5 AND Host_Name != null  | sort desc Counter  | filter app_sub_category =√íemail√ì and recipient_of_virus != null | comp count(vendor_name) as Total by source_ip, sender_of_virus, recipient_of_virus , subject_of_email , threat_name, file_name | sort desc Total",0.7725879925823945
175,Write XQL query to Data Lake to get event log ID 4634 and count time by account_name and day_only then sort by day_only,"dataset = xdr_data | filter event_type = EVENT_LOG and action_evtlog_event_id = 4634 and action_evtlog_message contains ""Logon Type: 7"" | alter account_name = arrayindex( split( arrayindex( regextract(action_evtlog_message , ""Account Name:\t\t.*\r\n"") ,0), "":""),1) | alter day_only = date_floor(_time, ""d"") | fields agent_hostname , agent_ip_addresses , account_name, day_only | comp count(_time) as counter by account_name , day_only | sort asc day_only",0.7714630022502755
227,Write XQL query to highlight GP events over time derived from NGFW Global Protect logs and display in area graph,"dataset = panw_ngfw_globalprotect_raw | filter (stage in (""""""login"""""", """"""logout"""""")) | bin _time span = 1d | comp count(_id) by _time | alter date = format_timestamp(""%b %d %Y"", _time) | sort desc date | view graph type = area subtype = standard show_percentage = `false` xaxis = date yaxis = count_1 legend = `false`",0.7713725778988637
70,Use the split function to split IP addresses into an array of octets. Return the 3rd octet contained in the IP address.,"dataset = xdr_data 
| fields action_local_ip  as alii 
| alter ip_third_octet = arrayindex(split(alii, "".""), 2) 
| filter alii != null and alii != ""0.0.0.0"" 
| limit 10 ",0.7709781398567088
57,Set the maximum number of records returned by the query to 10.,dataset = xdr_data | limit 10,0.7706782307181972
156,Wirte XQL query to Data lake and find Machines connecting via RDP using an unusual process,"dataset = xdr_data | filter event_type = NETWORK and event_sub_type = NETWORK_STREAM_CONNECT and action_remote_port = 3389 and actor_process_image_name not in (""mstsc.exe"", ""Microsoft Remote Desktop"")  | fields event_type, agent_hostname as Hostname, action_local_ip as Local_IP, action_remote_ip as Remote_IP, action_external_hostname as Remote_Host, action_local_port as Local_Port, actor_process_image_name as Process_Getting_Connection  | filter event_type = NETWORK AND event_sub_type = NETWORK_STREAM_ACCEPT AND action_local_port IN (5900,5999)  | fields event_type, agent_hostname as Hostname, action_local_ip as Local_IP, action_remote_ip as Remote_IP, action_external_hostname as Remote_Host, action_local_port as Local_Port, actor_process_image_name as Process_Getting_Connection  | filter action_file_device_type = 1 AND action_file_name != null  | filter action_file_name = ""583da945-62af-10e8-4902-a8f205c72b2e""  | fields agent_hostname, actor_process_instance_id, actor_process_image_name, action_file_name  | dedup actor_process_instance_id  | fields _time as Time,agent_id | comp max(Time) as MaxTime by agent_id | join (dataset = host_inventory | fields host_name, _time as LatestInventorySnapshot, manufacturer, agent_type, os_type, auto_runs, applications ) as hi hi.LatestInventorySnapshot = MaxTime | fields host_name, LatestInventorySnapshot, manufacturer, agent_type, os_type, auto_runs, applications",0.7680561062200637
225,Write XQL query to highlight GP connection event types derived from NGFW Global Protect logs and display in column chart,"dataset = panw_ngfw_globalprotect_raw | filter (stage in (""""""login"""""", """"""logout"""""")) | comp count(_id) as Count by event_id | fields event_id as Event, Count | sort desc Count | view graph type = column subtype = stacked layout = horizontal xaxis = Event yaxis = Count",0.767216503660743
98,"Split IP addresses into an array, each element of the array containing an IP octet.","dataset = xdr_data 
| fields action_local_ip  as alii 
| alter ip_octets = split(alii, ""."") 
| limit 10 ",0.7669032280729451
154,Write XQL query to Data Lake to find DNS queries where the domain name is over 100 characters in length,"dataset = xdr_data  | filter event_type = STORY and len(dns_query_name) > 100  | fields action_local_ip, dns_query_name, agent_hostname  | comp count_distinct(dns_query_name) as unique_long_dns by action_local_ip, agent_hostname  | sort desc unique_long_dns  | view graph type = column subtype = grouped,horizontal layout = horizontal header = ""Long DNS Queries"" xaxis = agent_hostname yaxis = unique_long_dns",0.7668371269043338
129,Write XQL query to Data Lake to detect if a new Chrome based browser extension was installed to your systems,"dataset = xdr_data | filter event_sub_type = FILE_CREATE_NEW and action_file_path contains ""User Data\Default\Extensions"" | alter ExtensionID = arrayindex(regextract(action_file_path,""\\Extensions\\(.*)\\[0-9]""),0) | alter FolderPath = arrayindex(regextract(action_file_path,""(.*)\\[0-9]""),0) | fields agent_hostname, _time, ExtensionID, FolderPath, agent_id",0.7613800732631629
106,"Display the first 10 IP addresses that begin with a value greater than 192. Use the split function to split the IP address by '.', and then use the arrayindex function to retrieve the first value in the resulting array. Convert this to a number and perform an arithmetic compare to arrive at a result set.","dataset = xdr_data 
| fields action_local_ip  as alii 
| filter to_number(arrayindex(split(alii, "".""),0))  > 192 
| limit 10 ",0.761295329405906
103,"Display the first 10 IP addresses that begin with a value greater than 192. Use the split function to split the IP address by '.', and then use the arrayindex function to retrieve the first value in the resulting array. Convert this to a number and perform an arithmetic compare to arrive at a result set.","dataset = xdr_data 
| fields action_local_ip  as alii 
| filter to_float(arrayindex(split(alii, "".""),0))  > 192 
| limit 10 ",0.761295329405906
104,"Display the first 10 IP addresses that begin with a value greater than 192. Use the split function to split the IP address by '.', and then use the arrayindex function to retrieve the first value in the resulting array. Convert this to a number and perform an arithmetic compare to arrive at a result set.","dataset = xdr_data 
| fields action_local_ip  as alii 
| filter to_integer(arrayindex(split(alii, "".""),0))  > 192 
| limit 10 ",0.761295329405906
223,Write XQL query to XDR Registry to look for identifying GUID/Hex to create custom Device Management with USB devices,"preset = xdr_registry | filter agent_hostname=""Hostname""  | filter lowercase(action_registry_full_key) ~= ""enum.*usb"" | filter action_registry_full_key contains ""0000""  | dedup agent_hostname, action_registry_value_name, action_registry_full_key, actor_process_image_name, actor_effective_username, agent_hostname, action_registry_return_val",0.7609636146978354
147,Write XQL query to hunt for process chains that behave similarly to 3Snake,"dataset = xdr_data | filter agent_os_type = AGENT_OS_LINUX | filter event_type = PROCESS and event_sub_type = PROCESS_START | fields actor_process_command_line, actor_process_image_path, actor_process_os_pid, action_process_image_command_line, causality_actor_process_image_path as Parent_Process_Path, agent_hostname,actor_process_image_sha256 as child_hash,causality_actor_process_image_sha256 as parent_hash  | comp count_distinct(action_process_image_command_line) as Counter by actor_process_os_pid, actor_process_command_line, Parent_Process_Path, actor_process_image_path, agent_hostname, child_hash, parent_hash  | filter actor_process_image_path = Parent_Process_Path | filter Counter >=10 and Counter <=500 | sort desc Counter | filter actor_process_image_path != ""*httpd*"" and actor_process_image_path != ""*dockerd*"" and actor_process_image_path != ""*splunk*"" and actor_process_image_path != ""*systemd*"" and actor_process_image_path != ""*kubelet*"" and actor_process_image_path !=""*perl*"" and actor_process_image_path !=""*sonar.sh*"" | filter (actor_process_image_path not contains ""kthreadd"") | filter (actor_process_image_path not contains ""/proc/self/exe"") | filter (actor_process_image_path not contains ""/opt/datadog-agent/bin/agent/agent"") | filter (actor_process_image_path not contains ""/var/cache/kubernetes-install/nodeup"") | filter (actor_process_image_path not contains ""/usr/local/bin/te-sandboxd"") | filter (actor_process_image_path not contains ""/usr/sbin/sshd"") | filter (actor_process_image_path not contains ""/etc/update-motd.d/50-motd-news"") | filter (actor_process_image_path not contains ""/usr/bin/docker-containerd"") | filter (actor_process_image_path not contains ""/opt/jfrog/xray/app/bin/xrayManage.sh"")",0.7595996855248642
112,Write XQL query to Data Lake to find all executions of JAR files by javaw.exe and display by action process,"dataset = xdr_data  | filter action_process_image_name = ""javaw.exe"" AND action_process_image_command_line CONTAINS "".jar""  | fields action_process_image_path as Process_Path, action_process_image_command_line as Process_CMD, actor_process_image_path as Parent_Path, actor_process_command_line as Parent_CMD  | dataset = xdr_data | filter event_type = FILE AND event_sub_type IN (FILE_WRITE, FILE_CREATE_NEW)  | filter action_file_extension = ""aspx""  | filter action_file_path ~= ""(\\inetpub\\wwwroot\\aspnet_client\\|\\frontend\\httpproxy\\owa\\auth\\|\\frontend\\httpproxy\\ ecp\\auth\\)""  | filter action_file_path != ""*\\frontend\\httpproxy\\ecp\\auth\\timeoutlogoff.aspx""  | filter actor_process_image_name IN (""UMWorkerProcess.exe"", ""w3wp.exe"", ""umservice.exe"")  | fields agent_hostname, actor_process_image_path, actor_process_image_command_line, action_file_path",0.7588509123454417
135,Write XQL query to hunt for the FRESHFIRE malware using √íC:\dell.sdr√ì file access,"dataset = xdr_data | filter action_file_path = ""c:\\dell.sdr"" | dedup agent_id, agent_hostname, action_file_name, action_file_path, action_file_sha256, action_file_size | fields agent_id, agent_hostname, action_file_name, action_file_path, action_file_sha256, action_file_size",0.7554534051753033
144,Write XQL Query to Data Lake to detect ISS process running discovery commands,"dataset = xdr_data  |filter lowercase(causality_actor_process_image_name) = ""w3wp.exe""  |filter lowercase(action_process_image_name) IN (""net.exe"", ""quser.exe"", ""certutil.exe"", ""arp.exe"", ""hostname.exe"", ""whoami.exe"", ""netstat.exe"", ""ping.exe"", ""ipconfig.exe"", ""wmic.exe"", ""del.exe"", ""cmd.exe"", ""powershell.exe"")  |fields agent_hostname, agent_version, actor_effective_username , causality_actor_process_image_name, causality_actor_process_command_line , actor_process_image_name, actor_process_command_line, action_process_image_name, action_process_image_command_line",0.7549265919004093
177,"Write XQL to convert ""when"" field to a datetime","dataset = hassio_events_raw | alter ts = split(when,""."") | alter time = parse_timestamp(""%Y-%m-%dT%H:%M:%S"",arrayindex(ts, 0),""+00:00"") | fields time , name , state | sort desc time",0.752997055848859
190,"Write XQL query to find rare processes started by Powershell, display the result with less than 5 execution event and sort in desc order","dataset = xdr_data  | filter event_type = PROCESS AND event_sub_type = PROCESS_START AND lowercase(actor_process_image_name) = ""powershell.exe""  | fields action_process_image_name as process_name, action_process_image_command_line as process_cmd, event_id  | comp count(event_id ) as counter by process_name , process_cmd  | filter counter <= 5  | sort desc counter  | filter action_remote_port = 3389 or action_remote_port = 21 or action_remote_port = 22 or action_remote_port = 23 or action_remote_port = 5900 or action_remote_port = 44 | filter action_total_download > 0 | comp sum(action_total_download ) as TotalDownload by action_local_ip , action_remote_port | fields action_local_ip , action_remote_port , TotalDownload | sort asc TotalDownload",0.7484884433355307
120,Write XQL query to Data Lake and look for children process of office processes that made more than 5 connections,"dataset = xdr_data  | filter event_type = NETWORK AND lowercase(causality_actor_process_image_name) IN (""winword.exe"", ""excel.exe"", ""powerpnt.exe"") AND causality_actor_process_image_name != actor_process_image_name  | fields agent_hostname as host_name, causality_actor_process_image_path as CGO_Path, causality_actor_process_command_line as CGO_CMD, causality_actor_primary_username as Username, actor_process_image_path as child_path, actor_process_command_line as child_cmd, actor_process_os_pid as child_pid, actor_process_image_sha256 as child_sha256, actor_process_execution_time as start_date, event_id  | comp count(event_id) as Counter by host_name, CGO_Path, CGO_CMD, Username, child_path, child_cmd, child_pid, child_sha256, start_date  | filter Counter >= 5  | sort desc Counter  | fields start_date, host_name, CGO_Path, CGO_CMD, Username, child_path, child_cmd, child_pid, child_sha256, Counter  | filter actor_process_image_name CONTAINS ""curl"" AND action_total_upload > 1048576  | alter app_id = arraystring(action_app_id_transitions,"","")  | fields actor_process_image_name as process_name, actor_process_command_line as process_cmd, action_local_ip as source_ip, action_local_port as source_port, action_remote_ip as remote_ip, action_remote_port as remote_port,app_id, action_total_upload as upload  | sort desc upload  | dataset = xdr_data | filter event_type = EVENT_LOG AND action_evtlog_event_id = 4625  | alter User_Name = arrayindex(regextract(action_evtlog_message, ""Account For Which Logon Failed:\r\n.*\r\n.*Account Name:.*?(\w.*)\r\n""),0) | alter Source_IP = arrayindex(regextract(action_evtlog_message, ""Source Network Address:.*?(\d+\.\d+\.\d+\.\d+)\r\n""),0) | alter event_generated1 = to_timestamp(event_timestamp , ""millis"") | alter eventDay = extract_time(event_generated1 , ""DAYOFYEAR""), eventHour = extract_time(event_generated1, ""HOUR"") | comp count() as failCount, max(event_generated1) as lastFail, values(Source_IP) as failure_ips, min(event_generated1) as firstFail by agent_hostname , User_Name, eventDay, eventHour | filter failCount > 2 | join (dataset=xdr_data | filter event_type = EVENT_LOG AND (action_evtlog_event_id = 4624) | alter Source_IP = arrayindex(regextract(action_evtlog_message, ""Source Network Address:.*?(\d+\.\d+\.\d+\.\d+)\r\n""),0) | alter User_Name = arrayindex(regextract(action_evtlog_message,""New Logon:\r\n.*\r\n.*?Account Name:.*?(\w.*?)\r\n""),0) | alter username_len = array_length(split(User_Name, ""\"")) | alter username_only = if(username_len > 1, arrayindex(split(User_Name, ""\""), 1), User_Name) | alter event_generated1 = to_timestamp(event_timestamp, ""millis"") | alter eventDay = extract_time(event_generated1 , ""DAYOFYEAR""), eventHour = extract_time(event_generated1, ""HOUR"") | comp count() as successCount, max(event_generated1) as lastSuccess, values(Source_IP) as success_ips, min(event_generated1) as firstSuccess by agent_hostname, username_only, eventDay, eventHour ) as success success.eventDay = eventDay and success.username_only = User_Name and success.eventHour = eventHour and success.agent_hostname = agent_hostname and success.firstSuccess > firstFail | filter successCount > 0 | fields failCount, successCount, firstFail, lastFail, firstSuccess, lastSuccess, User_Name, agent_hostname, success_ips, failure_ips //| sort desc failCount",0.7451368403004557
222,Write XQL query to agent store to alert on agent disconnect for specific time or find the agents specific agents in disconnected state after 72 hours,"dataset = endpoints |filter endpoint_status = DISCONNECTED |filter endpoint_type = TYPE_SERVER or endpoint_type = TYPE_WORKSTATION |alter last_seen_int = to_integer(timestamp_diff(current_time(),last_seen,""HOUR"")) |filter last_seen_int < 72 |fields endpoint_name, operating_system, agent_version, last_seen",0.7451198137765881
176,"Write XQL query to Data Lake to search for System32 process with .sys in file name and driver name has 4 letters, and display the not null entries.","dataset = xdr_data | filter action_file_path ~= ""C:\\Windows\\System32\\drivers"" | filter action_file_name ~= "".sys"" | alter suspicious_driver_name = arrayindex(regextract(action_file_name,""\b[a-zA-Z]{4}[.][s][y][s]\b""),0) | comp count_distinct(event_id) as Counter by suspicious_driver_name, action_file_path, action_file_sha256 | filter suspicious_driver_name != null",0.7396532891153236
83,"Return true if the list of IP addresses fall within the specified IP range. Note that the input type is a comma-separated list of IP addresses, and not an array of IP addresses.","alter inrange = incidrlist(""192.168.10.16,192.168.10.3"", 
                           ""192.168.10.0/24"")
| fields inrange
| limit 1
      ",0.7368212817883057
136,"Write XQL query to hunt for C2 communication by large known domains, from Windows or Linux, not from welknown process and browsers, not from internal IP addresses then counting how many times a remote_hostname/server/process triplets were used, display the result in asc order","dataset = xdr_data  | alter host_broken = split(action_external_hostname, ""."")  | alter TLD = arrayindex(host_broken , -1) | filter TLD not in (""com"",""local"", ""net"", ""org"",""gov"") | filter (agent_os_sub_type contains ""Server"" or agent_os_type = AGENT_OS_LINUX) and action_external_hostname !=""""  |filter actor_process_image_name != ""dns.exe"" and action_external_hostname not contains ""pki.goog"" and action_external_hostname not contains ""adobe.io"" and action_external_hostname not contains ""aka.ms"" and action_external_hostname not contains ""certum.pl""  | filter actor_process_image_name not in (""chrome.exe"", ""iexplore.exe"", ""MicrosoftEdgeCP.exe"", ""firefox.exe"", ""opera.exe"", ""MicrosoftEdgeSH.exe"", ""msedge.exe"", ""GoogleUpdate.exe"") | filter action_remote_ip != ""10.*"" and action_remote_ip != ""192.168.*"" | alter rfc1918_172 = incidr(action_remote_ip, ""172.16.0.0/12"") | filter rfc1918_172 = false | fields agent_hostname as Server_Name, action_remote_ip as remote_ip, action_external_hostname as remote_hostname, actor_process_image_name as process_name, actor_process_image_sha256 as sha_256 | comp count(_time) as Counter by remote_hostname, Server_Name, process_name  | sort asc Counter  | filter (action_external_hostname contains ""phicdn"") | alter User_Agent=json_extract(action_network_http, ""$.headers.User-Agent"")  | fields agent_hostname as Server_Name, action_remote_ip as remote_ip, action_external_hostname as remote_hostname, actor_process_image_name as process_name, actor_process_image_sha256 as sha_256, User_Agent | comp count_distinct(User_Agent) as Counter by remote_hostname, Server_Name, process_name, User_Agent | filter Counter >0 | sort asc Counter  | filter (action_external_hostname contains ""phicdn"") | alter User_Agent=json_extract(action_network_http, ""$.headers.User-Agent"")  | fields agent_hostname as Server_Name, action_remote_ip as remote_ip, action_external_hostname as remote_hostname, actor_process_image_name as process_name, actor_process_image_sha256 as sha_256, User_Agent | comp count_distinct(User_Agent) as Counter by remote_hostname, Server_Name, process_name, User_Agent | filter Counter >0 | sort asc Counter  | dataset = xdr_data | filter event_type = FILE and (event_sub_type = FILE_WRITE or event_sub_type = FILE_CREATE_NEW) and action_file_path contains ""Windows\System32\spool\drivers\"" | fields event_timestamp, action_file_path, event_type, event_sub_type, actor_process_image_name, agent_hostname | comp count(event_timestamp) as event_count, count_distinct(agent_hostname) as distinct_host_count by agent_hostname, action_file_path, event_type, event_sub_type, actor_process_image_name | filter (action_file_path contains ""\3\old"")  | dataset = xdr_data | filter actor_process_image_name = ""spoolsv.exe"" | fields event_timestamp, action_file_path, event_type, event_sub_type, actor_process_image_name, actor_remote_ip, agent_hostname | alter note = ""Print Spooler activity observed on this host in the past 30 days"" | comp count(event_timestamp) as event_count by agent_hostname, note",0.7348008295200346
126,Write XQL query to find orphaned XDR agent that's still consuming a license until it's been offline,"dataset = endpoints | fields endpoint_name, endpoint_id, endpoint_status | filter endpoint_status not in (CONNECTED, UNINSTALLED) | comp count (endpoint_name) as counter by endpoint_name | filter counter > 1 | sort desc counter",0.7336830450930145
213,Write XQL Query to detect Random 4 lettered .sys files dropped to C:\Windows\System32\drivers,"dataset = xdr_data | filter action_file_path ~= ""C:\\Windows\\System32\\drivers"" | filter action_file_name ~= "".sys"" | alter suspicious_driver_name = arrayindex(regextract(action_file_name,""\b[a-zA-Z]{4}[.][s][y][s]\b""),0) | comp count_distinct(event_id) as Counter by suspicious_driver_name, action_file_path, action_file_sha256 | filter suspicious_driver_name != null",0.7323235351776914
151,Write XQL query to find tool that often Live Off the Land that can be associated with doing recon in a linux system/network environment,"dataset = xdr_data | filter agent_os_type = AGENT_OS_LINUX and event_type = PROCESS | filter action_process_image_name = ""nmap"" or action_process_image_name = ""nc"" or action_process_image_name = ""tcpdump"" or action_process_image_name = ""snort"" or action_process_image_name = ""hping3"" or action_process_image_name = ""hping2"" or action_process_image_name = ""p0f"" | fields _time as Time, agent_hostname as AgentHostname, agent_ip_addresses as IPAddress, action_process_image_path as ImagePath, action_process_image_command_line as CommandLine, actor_effective_username as Username",0.7309767725449616
84,"If you want to evaluate a true array of IP addresses, convert the array to a comma-separated list using arraystring(). For example, using the pan_ngfw_traffic_raw dataset:","dataset = panw_ngfw_traffic_raw 
| filter dest_ip != null
| comp values(dest_ip) as dips by source_ip,action
| alter dips = arraystring(dips, "", "")
| alter inrange = incidrlist(dips, ""192.168.10.0/24"")
| fields source_ip, action, dips, inrange
| limit 100
",0.7286919679850369
97,"For any agent_id that contains a dotted decimal IP address, mask the IP address. Use the dedup stage to reduce the result set to first-seen agent_id values.","dataset = xdr_data 
| fields agent_id 
| alter clean_agent_id = replex(agent_id, 
                              ""[\d]+\.[\d]+\.[\d]+\.[\d]+"", 
                              ""xxx.xxx.xx.xx"") 
| dedup agent_id by asc _time
",0.7266686786475252
43,"For the last 10 hours from when the query is sent, return a maximum of 100 xdr_data records.","config timeframe = 10h
| dataset = xdr_data
| limit 100",0.7262109649204394
131,Write XQL query to Data Lake and find the installation of Atlassian confluence java program on both Linux and Windows and display by number of events,"dataset = xdr_data  | filter (actor_process_image_name contains ""tomcat"" and actor_process_image_path contains ""Atlassian"") or (actor_process_image_path contains ""confluence"" and actor_process_image_name contains ""java"" ) | fields event_timestamp, action_file_path, event_type, event_sub_type, actor_process_image_name, actor_remote_ip, agent_hostname, agent_id, actor_process_image_path | alter note = ""Atlassian Confluence observed on this host in the past 30 days"" | comp count(event_timestamp) as event_count by agent_hostname, note, actor_process_image_path",0.7251844255289409
53,Return xdr_data records where the event_type is NETWORK and the event_sub_type is NETWORK_HTTP_HEADER,"dataset = xdr_data 
| filter event_type = NETWORK and event_sub_type = NETWORK_HTTP_HEADER
",0.7246765737379534
200,Write XQL query to Data lake and look for Solarwinds infected process drops executable files with known binary extension to disk.,"dataset = xdr_data  | filter event_type = FILE AND event_sub_type = FILE_WRITE  |filter lowercase(actor_process_image_name) = ""solarwinds.businesslayerhost*.exe""  |filter action_file_extension IN (""dll"", ""exe"", ""sys"", ""msi"", ""scr"", ""ocx"", ""cmd"", ""bat"", ""ps1"", ""vba"", ""vbs"", ""com"", ""cpl"", ""bin"", ""vbe"")  |fields causality_actor_process_image_path, actor_process_image_path, agent_hostname, action_file_path, action_file_name  |dedup causality_actor_process_image_path, actor_process_image_path, agent_hostname, action_file_name  | filter event_type = NETWORK  |filter lowercase(actor_process_image_name) = ""solarwinds.businesslayerhost*.exe""  |filter action_external_hostname NOT CONTAINS ""solarwinds.com"" AND action_external_hostname != ""*.local""  |fields causality_actor_process_image_path, actor_process_image_path, agent_hostname, action_remote_ip, action_external_hostname  |dedup causality_actor_process_image_path, actor_process_image_path, agent_hostname, action_remote_ip, action_external_hostname  | filter event_type = REGISTRY  |filter lowercase(actor_process_image_name) = ""solarwinds.businesslayerhost*.exe""  |filter action_registry_key_name = ""HKEY_LOCAL_MACHINE\SYSTEM\*\Services\*""  |fields causality_actor_process_image_path, actor_process_image_path, agent_hostname, action_registry_key_name, action_registry_value_name, action_registry_data  |dedup causality_actor_process_image_path, actor_process_image_path, agent_hostname, action_registry_key_name, action_registry_value_name, action_registry_data  | filter action_rpc_func_str_call_fields != null  |filter lowercase(actor_process_image_name) = ""solarwinds.businesslayerhost*.exe""  |fields agent_hostname, action_rpc_func_str_call_fields  | filter arraystring(action_app_id_transitions, "","") CONTAINS ""solarwinds"" OR dst_action_external_hostname = ""api.solarwinds.com"" OR action_external_hostname = ""api.solarwinds.com"" OR lowercase(action_process_signature_vendor) CONTAINS ""solarwinds""  | fields agent_hostname, action_local_ip|dedup agent_hostname, action_local_ip  | filter event_type = NETWORK and action_download > 0  | fields action_download, action_local_ip | comp sum(action_download) as total_download by action_local_ip  | sort desc total_download  | alter TotalGB = divide(total_download ,1048576) | fields action_local_ip , TotalGB | limit 10  | view graph type = column subtype = grouped layout = horizontal header = ""Top Downloads By IP"" xaxis = action_local_ip yaxis = TotalGB yaxistitle = ""IP Address"" seriestitle(""TotalGB"",""Traffic In ",0.7228819177728005
